epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,2442.73,0.62971,1.02485,1.0676,0.86481,0.88872,0.94222,0.8396,0.50239,0.92796,0.9416,0.000532187,0.000532187,0.000532187
17,2591.12,0.64683,0.85562,1.0736,0.84975,0.86697,0.93699,0.82371,0.50872,1.12012,0.96839,0.000526,0.000526,0.000526
18,2740.77,0.63335,0.91015,1.04851,0.89833,0.87001,0.91591,0.83878,0.41911,0.7459,0.89898,0.000519812,0.000519812,0.000519812
19,2889.4,0.59133,0.97713,1.03103,0.93348,0.91585,0.94299,0.87215,0.42185,0.65453,0.91072,0.000513625,0.000513625,0.000513625
20,3038.78,0.56156,0.77953,1.01356,0.90415,0.85701,0.92412,0.8593,0.3996,0.63794,0.90965,0.000507438,0.000507438,0.000507438
21,3187.96,0.58235,0.76787,1.04477,0.95738,0.81684,0.94138,0.85002,0.43935,0.63724,0.90359,0.00050125,0.00050125,0.00050125
22,3337.23,0.57049,0.72215,1.04387,0.83921,0.8664,0.92906,0.83482,0.45102,0.75983,0.9094,0.000495063,0.000495063,0.000495063
23,3486.82,0.60744,0.758,1.05139,0.86953,0.76318,0.89128,0.82236,0.43204,0.88,0.90271,0.000488875,0.000488875,0.000488875
24,3636.41,0.63679,0.77516,1.05405,0.82564,0.87382,0.93746,0.84051,0.47055,0.74681,0.9308,0.000482687,0.000482687,0.000482687
25,3784.9,0.59265,0.83909,1.04505,0.98183,0.86203,0.97578,0.90467,0.40705,0.60086,0.89914,0.0004765,0.0004765,0.0004765
26,3936.25,0.61028,0.71086,1.06102,0.95243,0.91151,0.96349,0.87899,0.40279,0.59711,0.9027,0.000470312,0.000470312,0.000470312
27,4091.81,0.56095,0.73673,1.02533,0.92331,0.942,0.95488,0.88398,0.4355,0.62021,0.92578,0.000464125,0.000464125,0.000464125
28,4257.56,0.58221,0.64916,1.04883,0.93764,0.9283,0.95621,0.89315,0.39031,0.53911,0.89407,0.000457938,0.000457938,0.000457938
29,4422.49,0.59154,0.67664,1.06186,0.90043,0.91542,0.93905,0.84561,0.40816,0.65043,0.91027,0.00045175,0.00045175,0.00045175
30,4594.44,0.57962,0.69967,1.03002,0.8484,0.93365,0.94735,0.85535,0.39446,0.54853,0.89652,0.000445562,0.000445562,0.000445562
31,4796.59,0.58171,0.69195,1.04386,0.95883,0.93405,0.97677,0.9169,0.35583,0.46027,0.87481,0.000439375,0.000439375,0.000439375
32,5004.85,0.59845,0.70685,1.03583,0.95808,0.91424,0.98298,0.9239,0.37283,0.49515,0.88348,0.000433187,0.000433187,0.000433187
33,5216.69,0.56449,0.58554,1.00236,0.92968,0.87729,0.93619,0.87596,0.36279,0.63999,0.87652,0.000427,0.000427,0.000427
34,5430.23,0.53961,0.76457,1.03118,0.96863,0.96633,0.97384,0.89693,0.41018,0.42402,0.89511,0.000420812,0.000420812,0.000420812
35,5640.78,0.55223,0.8152,1.0413,0.92239,0.92588,0.97148,0.90735,0.3723,0.51786,0.8814,0.000414625,0.000414625,0.000414625
36,5853.71,0.58135,0.70482,1.01941,0.91794,0.9286,0.97929,0.9044,0.40544,0.46979,0.88806,0.000408438,0.000408438,0.000408438
37,6068.56,0.55334,0.59463,1.00768,0.96291,0.90618,0.97594,0.90552,0.38802,0.48363,0.88647,0.00040225,0.00040225,0.00040225
38,6279.44,0.50723,0.60369,0.97601,0.91588,0.97084,0.98983,0.91756,0.376,0.40272,0.86932,0.000396063,0.000396063,0.000396063
39,6487.77,0.55319,0.60092,1.01856,0.93963,0.98989,0.99269,0.93302,0.38393,0.37895,0.88144,0.000389875,0.000389875,0.000389875
40,6695.91,0.51873,0.60165,0.99625,0.93641,0.99301,0.99056,0.9274,0.36201,0.37786,0.88335,0.000383688,0.000383688,0.000383688
41,6907.22,0.58765,0.59425,1.0524,0.88949,0.92211,0.89867,0.85243,0.3664,0.59179,0.87843,0.0003775,0.0003775,0.0003775
42,7114.09,0.51528,0.65309,0.98661,0.84743,0.89858,0.87316,0.82719,0.34445,0.70901,0.87144,0.000371313,0.000371313,0.000371313
43,7328.18,0.50698,0.53884,1.00804,0.94158,0.96837,0.9865,0.94057,0.33316,0.39266,0.85893,0.000365125,0.000365125,0.000365125
44,7539.22,0.54776,0.57045,1.03285,0.97426,0.94788,0.98909,0.93509,0.3523,0.35624,0.86903,0.000358938,0.000358938,0.000358938
45,7748.99,0.51855,0.55946,0.9879,0.92676,0.94739,0.97596,0.93618,0.34244,0.44375,0.86503,0.00035275,0.00035275,0.00035275
46,7957.27,0.67167,0.84382,1.18966,0.93778,0.97331,0.98389,0.92321,0.35852,0.40512,0.87516,0.000346563,0.000346563,0.000346563
47,8164.45,0.54811,0.60465,1.02078,0.95988,0.96353,0.995,0.92718,0.36837,0.36909,0.87366,0.000340375,0.000340375,0.000340375
48,8374.01,0.49734,0.53104,0.93091,0.96593,0.97651,0.99194,0.90401,0.43259,0.53099,0.91514,0.000334188,0.000334188,0.000334188
49,8586.51,0.6909,0.68504,1.16173,0.98638,0.96358,0.98626,0.92611,0.35956,0.39408,0.88238,0.000328,0.000328,0.000328
50,8797.27,0.54132,0.52828,1.02371,0.99049,0.98527,0.995,0.9284,0.36573,0.30115,0.87862,0.000321812,0.000321812,0.000321812
51,9006.62,0.52649,0.55272,1.01387,0.98876,0.98618,0.995,0.94474,0.35099,0.28053,0.87055,0.000315625,0.000315625,0.000315625
52,9217.07,0.51204,0.53556,0.99963,0.99159,1,0.995,0.94328,0.34187,0.26619,0.86801,0.000309437,0.000309437,0.000309437
53,9429.74,0.50028,0.51884,0.98389,0.98601,0.98461,0.995,0.95335,0.3586,0.27188,0.87814,0.00030325,0.00030325,0.00030325
54,9637.69,0.53401,0.51745,1.02677,0.95669,0.98193,0.995,0.95459,0.32368,0.28772,0.86458,0.000297063,0.000297063,0.000297063
55,9852.47,0.46753,0.50832,0.97083,0.98842,0.99981,0.995,0.94944,0.33094,0.2758,0.86258,0.000290875,0.000290875,0.000290875
56,10065,0.48745,0.47714,1.00379,0.98865,1,0.995,0.96302,0.29439,0.25782,0.85312,0.000284688,0.000284688,0.000284688
57,10272.6,0.51047,0.52051,0.98721,0.99249,0.98718,0.995,0.95535,0.304,0.26541,0.85359,0.0002785,0.0002785,0.0002785
58,10484.3,0.47803,0.52459,1.00628,0.96607,0.98571,0.995,0.9413,0.35345,0.30605,0.86578,0.000272313,0.000272313,0.000272313
59,10694,0.5053,0.46255,1.02787,0.98871,0.9875,0.995,0.95316,0.31151,0.25921,0.8603,0.000266125,0.000266125,0.000266125
60,10899.3,0.52243,0.50584,1.02961,0.99167,0.98939,0.995,0.95694,0.30209,0.25241,0.8582,0.000259938,0.000259938,0.000259938
61,11105.3,0.49208,0.43756,0.98216,0.98477,0.98671,0.995,0.9392,0.33696,0.26721,0.86277,0.00025375,0.00025375,0.00025375
62,11314.7,0.45639,0.44012,0.98892,0.98232,0.98485,0.99179,0.94846,0.31684,0.26495,0.8619,0.000247563,0.000247563,0.000247563
63,11523.9,0.43842,0.43969,0.97421,0.96149,0.99261,0.99278,0.94727,0.33787,0.26993,0.85904,0.000241375,0.000241375,0.000241375
64,11730.5,0.49955,0.4314,1.01549,0.98694,1,0.995,0.94438,0.33432,0.25007,0.86401,0.000235188,0.000235188,0.000235188
65,11938,0.49269,0.44502,1.0063,0.98883,1,0.995,0.94626,0.32608,0.22645,0.86002,0.000229,0.000229,0.000229
66,12143.9,0.4613,0.48179,0.93092,0.99098,0.99703,0.995,0.94378,0.34033,0.2373,0.85966,0.000222813,0.000222813,0.000222813
67,12344.7,0.55961,0.77167,1.09224,0.98832,0.99326,0.995,0.94788,0.32873,0.23323,0.85749,0.000216625,0.000216625,0.000216625
68,12555.5,0.51916,0.43063,1.03294,0.97095,0.99535,0.99278,0.93907,0.33629,0.24275,0.86287,0.000210437,0.000210437,0.000210437
69,12751.8,0.49355,0.44025,1.00877,0.98781,1,0.995,0.94928,0.34555,0.25433,0.86255,0.00020425,0.00020425,0.00020425
70,12929.7,0.45355,0.40238,0.97031,0.98509,1,0.995,0.9468,0.33775,0.24071,0.86463,0.000198063,0.000198063,0.000198063
71,13095.3,0.42317,0.38133,0.94,0.99174,0.99929,0.995,0.94641,0.333,0.22567,0.86662,0.000191875,0.000191875,0.000191875
72,13259.2,0.45575,0.39978,0.97172,0.99226,0.99851,0.995,0.95492,0.3167,0.22025,0.85441,0.000185688,0.000185688,0.000185688
73,13421.8,0.52221,0.44721,1.05874,0.99229,0.99935,0.995,0.94677,0.33574,0.22666,0.86086,0.0001795,0.0001795,0.0001795
74,13573.5,0.46546,0.4025,0.97945,0.99219,0.99144,0.995,0.95261,0.32049,0.23017,0.85676,0.000173313,0.000173313,0.000173313
75,13724,0.61364,0.37534,1.10884,0.99227,0.98683,0.995,0.94759,0.31905,0.23881,0.85517,0.000167125,0.000167125,0.000167125
76,13886.2,0.4305,0.37862,0.97181,0.9717,0.98783,0.995,0.93984,0.32865,0.23624,0.85582,0.000160938,0.000160938,0.000160938
77,14054.6,0.43664,0.36501,0.97342,0.98708,0.97077,0.995,0.93707,0.3469,0.25301,0.8611,0.00015475,0.00015475,0.00015475
78,14218.9,0.43598,0.36089,0.98025,0.9914,0.9708,0.995,0.95337,0.31676,0.25296,0.85738,0.000148563,0.000148563,0.000148563
79,14377.1,0.39662,0.3359,0.97187,0.98806,0.96921,0.995,0.956,0.2997,0.24831,0.85069,0.000142375,0.000142375,0.000142375
80,14541.4,0.38664,0.3299,0.94525,0.98788,0.97014,0.995,0.95736,0.30084,0.22701,0.85285,0.000136187,0.000136187,0.000136187
81,14691.9,0.41644,0.36473,0.9796,0.98435,0.98728,0.995,0.95788,0.3002,0.21502,0.852,0.00013,0.00013,0.00013
82,14842.8,0.3759,0.32211,0.94059,0.99467,1,0.995,0.96236,0.30433,0.19864,0.85484,0.000123812,0.000123812,0.000123812
83,14993.5,0.38137,0.35629,0.94924,0.99408,1,0.995,0.9597,0.32235,0.2046,0.86052,0.000117625,0.000117625,0.000117625
84,15144.2,0.43789,0.35048,0.98507,0.99248,1,0.995,0.95859,0.3202,0.20493,0.85795,0.000111438,0.000111438,0.000111438
85,15294.4,0.43855,0.42468,1.01309,0.99221,1,0.995,0.95894,0.3084,0.19771,0.85504,0.00010525,0.00010525,0.00010525
86,15444.3,0.41584,0.36738,0.98829,0.99255,1,0.995,0.96249,0.29942,0.20014,0.8524,9.90625e-05,9.90625e-05,9.90625e-05
87,15602.6,0.41933,0.34974,0.95754,0.99325,1,0.995,0.95996,0.29874,0.19068,0.85003,9.2875e-05,9.2875e-05,9.2875e-05
88,15760.3,0.41336,0.32423,0.96623,0.99428,1,0.995,0.95686,0.30089,0.18735,0.84892,8.66875e-05,8.66875e-05,8.66875e-05
89,15915,0.37582,0.29266,0.93591,0.99409,1,0.995,0.95806,0.29214,0.1868,0.84964,8.05e-05,8.05e-05,8.05e-05
90,16069,0.40959,0.3414,0.98211,0.99318,0.99813,0.995,0.95819,0.29608,0.18506,0.8512,7.43125e-05,7.43125e-05,7.43125e-05
91,16223.5,0.27208,0.19786,0.83337,0.99106,0.9932,0.995,0.96176,0.3045,0.18969,0.85141,6.8125e-05,6.8125e-05,6.8125e-05
92,16378.2,0.27022,0.19391,0.84384,0.99006,0.98903,0.995,0.96341,0.30002,0.19552,0.85181,6.19375e-05,6.19375e-05,6.19375e-05
93,16534.5,0.26415,0.19352,0.80934,0.98936,0.98906,0.995,0.96497,0.29036,0.19275,0.84986,5.575e-05,5.575e-05,5.575e-05
94,16684.5,0.26067,0.19512,0.83191,0.98766,0.98938,0.995,0.97376,0.29216,0.19734,0.85104,4.95625e-05,4.95625e-05,4.95625e-05
95,16836.1,0.24243,0.19105,0.83317,0.98539,0.98982,0.995,0.97251,0.29747,0.19927,0.8518,4.3375e-05,4.3375e-05,4.3375e-05
96,16986.5,0.2717,0.20152,0.84025,0.98097,0.98963,0.995,0.96619,0.30522,0.19703,0.85334,3.71875e-05,3.71875e-05,3.71875e-05
97,17136.7,0.25939,0.19367,0.8597,0.97951,0.98932,0.995,0.95926,0.30631,0.19734,0.85258,3.1e-05,3.1e-05,3.1e-05
98,17286.4,0.24428,0.18054,0.81067,0.97584,0.99023,0.995,0.95945,0.30302,0.19151,0.85174,2.48125e-05,2.48125e-05,2.48125e-05
99,17436.4,0.24277,0.19501,0.83004,0.98622,0.977,0.995,0.96023,0.30152,0.19227,0.85174,1.8625e-05,1.8625e-05,1.8625e-05
100,17590.2,0.25143,0.18031,0.81438,0.99488,0.96849,0.995,0.95823,0.29726,0.18695,0.85103,1.24375e-05,1.24375e-05,1.24375e-05
