epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,30003.2,0.41056,0.3654,0.96077,0.97559,0.99359,0.995,0.95327,0.33264,0.23335,0.86805,0.000439375,0.000439375,0.000439375
182,30153.2,0.41117,0.36362,0.95181,0.95866,0.96877,0.99278,0.93872,0.34246,0.27152,0.86808,0.000438344,0.000438344,0.000438344
183,30302.9,0.46794,0.46541,0.96872,0.96069,0.96535,0.99375,0.95544,0.33161,0.25684,0.86574,0.000437312,0.000437312,0.000437312
184,30452.5,0.41339,0.36713,0.9551,0.99234,0.98548,0.995,0.95495,0.33736,0.21266,0.85749,0.000436281,0.000436281,0.000436281
185,30603.6,0.43148,0.35545,0.95029,0.98599,0.9975,0.995,0.93961,0.34212,0.2121,0.86169,0.00043525,0.00043525,0.00043525
186,30753.6,0.44621,0.398,0.98887,0.98687,1,0.995,0.95741,0.32071,0.21488,0.86389,0.000434219,0.000434219,0.000434219
187,30902.4,0.41475,0.56448,0.96486,0.99153,0.99121,0.995,0.94847,0.32878,0.22065,0.86764,0.000433187,0.000433187,0.000433187
188,31050.4,0.39402,0.33113,0.94177,0.98647,0.97275,0.99375,0.94151,0.36854,0.25913,0.88592,0.000432156,0.000432156,0.000432156
189,31202.4,0.40732,0.3895,0.9321,0.97366,0.98978,0.99278,0.94616,0.34759,0.24029,0.86757,0.000431125,0.000431125,0.000431125
190,31354.2,0.42454,0.33774,0.91962,0.98466,0.97426,0.995,0.94156,0.36499,0.24823,0.87132,0.000430094,0.000430094,0.000430094
191,31504.8,0.43714,0.37226,0.96055,0.99078,0.99284,0.995,0.95144,0.34101,0.22786,0.86552,0.000429063,0.000429063,0.000429063
192,31658.1,0.43493,0.52525,0.97788,0.99041,1,0.995,0.95166,0.33106,0.22282,0.86646,0.000428031,0.000428031,0.000428031
193,31811.4,0.41517,0.34228,0.9521,0.99398,1,0.995,0.94325,0.33825,0.21703,0.87382,0.000427,0.000427,0.000427
194,31961,0.42071,0.32494,0.94503,0.99194,1,0.995,0.95497,0.32989,0.21606,0.86931,0.000425969,0.000425969,0.000425969
